animal sire dam gen f sex feed tbv y
485 15 166 4 0 2 22.5 -17.9814688653733 376.697151224908
486 262 334 4 0 1 12.5 -4.92307311699019 420.092870285592
487 209 395 4 0 1 20 3.18023600885086 467.248661209468
488 262 322 4 0 1 15 -4.6691285184426 413.093716089621
489 4 81 4 0 2 20 17.8326094954837 402.308544807112
490 339 267 4 0 1 22.5 26.8925288954385 468.855187964353
491 402 380 4 0 1 12.5 5.84459565075244 418.067682564457
492 10 224 4 0 2 10 0.125900185140512 362.931114049137
493 134 67 4 0 2 17.5 -2.81518871515534 360.175133065944
494 410 56 4 0 2 17.5 5.75287355654359 395.787340772104
495 4 422 4 0 1 17.5 22.8609186193539 433.93111616705
496 6 253 4 0 2 15 14.8173475391671 373.376582050928
497 6 161 4 0 1 22.5 -4.80718320571495 443.30401680635
498 9 186 4 0 1 17.5 16.1027391643447 462.443686860551
499 14 188 4 0 2 10 8.67658615913723 391.07951347784
500 410 231 4 0 1 10 -11.2817703338832 441.75728322282
501 239 396 4 0 2 10 19.5564783857977 392.603082648446
502 262 420 4 0 2 20 27.0411845195955 455.250686479795
503 1 302 4 0.0625 2 15 18.2268351522239 445.9458463794
504 10 360 4 0 1 25 3.3829197971275 455.777047620585
505 16 328 4 0 1 15 3.74409357410554 439.303608798066
506 16 137 4 0 1 20 3.16732513440392 428.761851489312
507 2 387 4 0 1 10 17.8421047308332 464.948107307449
508 1 99 4 0 2 20 9.80867706575794 398.556438104766
509 14 376 4 0 1 10 2.44869647574652 439.65410071699
510 210 385 4 0 1 15 -20.5469077935135 457.150412298999
511 5 365 4 0.25 1 22.5 -5.66796557034252 447.417477830672
512 14 30 4 0 1 17.5 13.3875421614418 482.645696590432
513 3 198 4 0 2 20 7.91828654354885 405.017131893501
514 6 338 4 0 1 20 0.756473303024538 459.521370674088
515 156 422 5 0 2 17.5 14.7559120395278 393.710417695833
516 410 502 5 0 2 12.5 31.5553676795154 405.728810106204
517 239 489 5 0 2 10 0.854499556392621 343.48172085735
518 442 97 5 0 2 20 8.06080169354093 412.070772951486
519 254 32 5 0 2 17.5 27.8650898008704 420.782234066983
520 482 141 5 0 1 17.5 18.0855467178596 455.347909161047
521 368 49 5 0.03125 1 17.5 -3.4641743945774 393.106900147386
522 339 320 5 0 1 15 33.1675488565884 451.425520975609
523 239 503 5 0 1 12.5 21.0982904394044 442.917862680873
524 209 513 5 0 1 17.5 0.302499693469497 487.200397193459
525 134 84 5 0 2 22.5 -10.3387215989437 376.43249685864
526 482 198 5 0 2 17.5 11.6361120158385 376.484357869014
527 134 321 5 0 2 10 10.773554616724 377.379760184962
528 242 61 5 0 2 20 17.9992135766718 383.698983159853
529 238 437 5 0 2 20 -9.48455274543166 339.709630361488
530 238 483 5 0 1 12.5 16.4688947955313 436.52227158107
531 394 469 5 0 2 20 -7.11443906699899 394.110564842044
532 225 473 5 0.03125 1 20 4.55434468624512 447.534755191379
533 134 387 5 0 1 10 23.2448278079094 437.170036228444
534 482 22 5 0 1 10 3.46015694259156 412.723984877454
535 339 417 5 0 2 22.5 22.0216122862736 387.050498517772
536 210 456 5 0 2 15 7.16933332631659 364.967754775347
537 210 186 5 0 2 10 11.4664672809227 373.250106786659
538 242 250 5 0 1 20 40.7092647147889 475.362895092083
539 239 328 5 0 1 17.5 0.0102737361368215 448.304414277192
540 368 273 5 0 2 15 33.3808721744704 392.47566817218
541 368 294 5 0 2 25 31.163015078881 415.359214204823
542 262 445 5 0 2 17.5 2.62969009174425 340.453293606519
543 368 292 5 0 2 10 13.7082974877638 403.451722145661
544 482 365 5 0 2 20 10.275989542614 388.750270326501
545 368 453 5 0 1 15 32.7122148072728 465.303410634755
546 262 406 5 0.25 1 22.5 5.15736608959848 465.869663976138
547 394 382 5 0 1 10 2.1511440756979 433.489158429239
548 238 81 5 0 2 22.5 -9.12974459163652 353.863694454626
549 436 195 5 0 1 25 20.980310307371 503.494652132395
550 134 36 5 0 2 12.5 37.6968644188506 436.746823515094
551 262 224 5 0 2 17.5 23.5913445432332 419.235380904713
552 254 458 5 0 2 25 19.0694638457616 350.523597157309
553 339 267 5 0 1 22.5 42.1735859545858 509.558469590638
554 410 347 5 0 1 12.5 13.3699470588789 429.709261653901
555 139 252 5 0 2 25 13.1100264444046 418.388387072371
556 262 140 5 0 2 17.5 4.68559087866737 430.354826163413
557 512 227 5 0 1 20 15.2010202343942 440.505459752469
558 242 322 5 0 2 17.5 14.3633192858352 422.293203862828
559 339 508 5 0 2 25 10.045324397177 451.871470169151
560 262 494 5 0.0625 2 25 -12.5566430279502 373.643707508196
561 239 66 5 0 2 20 -26.0226087386442 375.033968057229
562 512 95 5 0 1 20 31.5266962018155 499.636671411197
563 238 233 5 0 2 15 0.329875307222208 356.205758746399
564 262 231 5 0 2 12.5 6.00739058927639 381.920073487945
565 512 334 5 0 2 20 15.6549987887289 407.634776804988
566 139 447 5 0 1 22.5 22.220890441168 442.524441955027
567 512 28 5 0 1 15 12.9425019905545 463.535139479203
568 209 413 5 0 2 12.5 5.09003885519732 368.256601826531
569 210 166 5 0.25 2 15 -5.81606650772374 377.143190625202
570 394 395 5 0 2 22.5 1.19010758338435 379.921814922895
571 210 63 5 0 1 25 2.24103007913124 483.496925190196
572 442 90 5 0 1 10 -14.546875992935 413.954773671102
573 254 113 5 0 2 25 -2.5625668816305 377.564001609486
574 482 34 5 0 1 12.5 -8.40967207017778 402.479838586016
575 209 137 5 0 2 10 11.3290726407813 395.360807883297
576 225 462 5 0 1 12.5 -2.9859188645215 400.541778775932
577 410 302 5 0 2 20 7.58174494684226 416.190442217045
578 242 312 5 0 2 10 6.72359468172141 363.644218329802
579 209 403 5 0 2 22.5 -0.606294491055568 420.166595066111
580 225 188 5 0.0625 1 25 -3.11776731313015 435.153697519038
581 242 360 5 0 1 15 7.78375996417495 451.675415479258
582 156 208 5 0 2 10 7.21788945475982 363.007933127039
583 225 202 5 0 2 22.5 -5.07461483042296 358.607523110899
584 394 99 5 0 2 20 -17.4970107487372 380.782845152215
585 512 420 5 0 2 15 16.1988377250406 377.987050368377
586 254 426 5 0 2 25 16.7209923372841 391.06134783134
587 410 396 5 0 2 12.5 13.5274754243163 401.009298000075
588 339 380 5 0 1 25 20.6072968433811 488.004000079665
589 238 478 5 0 2 25 4.95006067564043 345.810290147999
590 238 376 5 0.03125 2 15 35.5073991164786 407.818019482776
591 239 484 5 0 1 10 -2.61920183911161 439.215962370721
592 210 467 5 0 1 10 10.1671402951166 419.411818778852
593 442 414 5 0 1 20 8.29273029109661 472.485847736731
594 242 338 5 0 1 25 -2.96048223252822 421.568693976458
595 139 102 5 0 1 10 33.9113026467347 444.962600639327
596 225 385 5 0 1 17.5 5.35360483755412 470.992396551296
597 238 551 6 0.125 2 22.5 34.0463550388819 414.637652205371
598 549 543 6 0.0625 2 10 12.0877662843918 374.319064087396
599 442 453 6 0.03125 1 22.5 27.2217821633795 475.783969199522
600 242 231 6 0 2 10 13.1473773291735 394.356539046309
601 402 494 6 0 1 20 9.04183946928375 448.124518412151
602 553 437 6 0 2 17.5 38.6678071738776 433.919588833522
603 562 28 6 0.03125 1 10 26.9118888041961 452.452508963271
604 442 292 6 0 1 10 3.35137142547036 422.416661245289
605 442 250 6 0 2 25 12.4588128721203 439.980927687957
606 402 95 6 0 2 17.5 12.6491380510033 424.022299941432
607 512 32 6 0 1 17.5 26.7405710322847 469.190313895777
608 262 224 6 0 2 12.5 19.0867621758026 352.554845548829
609 410 586 6 0 2 10 40.9534670541992 398.729775176763
610 262 61 6 0 1 22.5 -13.2694505834692 466.793351948474
611 436 186 6 0 1 12.5 27.7901832710257 480.516883287586
612 553 406 6 0 2 20 9.96616470172737 382.634146563598
613 262 420 6 0 2 10 18.6040176106426 397.693025812875
614 262 347 6 0.0625 2 17.5 -15.8094505040041 381.349370315285
615 368 198 6 0 1 20 15.6191371738115 468.673769000238
616 442 462 6 0 2 17.5 14.8995001977592 404.465765111905
617 436 535 6 0 2 22.5 26.8967780701845 430.701206169301
618 549 575 6 0.0625 1 15 12.7743694272045 480.0447562955
619 410 208 6 0.0390625 1 15 20.1427767313095 465.367454281815
620 553 483 6 0 1 17.5 42.933811119065 483.807002258435
621 262 365 6 0 2 22.5 8.07789613813345 411.433192525409
622 254 102 6 0.125 2 22.5 15.4314812090858 378.946832611848
623 368 233 6 0 2 25 40.4447072854991 429.096124520717
624 225 515 6 0 1 25 14.2829039372927 442.832432419944
625 225 478 6 0.015625 2 22.5 18.0473175437719 389.148291271768
626 553 550 6 0 1 25 40.082871925938 480.289826729096
627 442 227 6 0.0625 1 12.5 23.310994775284 455.163119818616
628 239 590 6 0 1 12.5 13.0755540415224 420.177023067804
629 549 382 6 0 2 25 -5.01584439690779 405.43884827891
630 482 338 6 0.015625 2 10 -1.00716036423175 377.111291308366
631 368 252 6 0 1 12.5 14.9172970638733 428.137633300822
632 562 528 6 0 2 10 38.4318820401655 435.20333840213
633 368 320 6 0 1 10 24.3468913200767 460.028600592426
634 549 267 6 0 1 22.5 28.7825740640576 482.627106709125
635 394 469 6 0.015625 1 15 22.3002600396102 451.939977880623
636 262 541 6 0.03125 1 10 13.0914260254283 457.047126959415
637 239 140 6 0 2 20 9.94435960716328 424.220478177224
638 512 467 6 0 2 22.5 9.00368611771549 374.654869492933
639 339 413 6 0 1 25 39.7903472802 506.81382855971
640 239 556 6 0 1 10 9.33203762005888 490.94933857437
641 402 321 6 0 1 15 10.6889006882698 430.275761683858
642 368 456 6 0 1 10 29.5338900600137 442.549299959007
643 549 540 6 0 1 20 45.8286170686973 477.085904107227
644 549 502 6 0 2 10 10.2921756957375 406.89626909147
645 442 519 6 0.0078125 1 20 -3.01319303152973 425.34852523334
646 225 426 6 0 2 22.5 19.5832808436163 359.286723197892
647 394 417 6 0.015625 1 22.5 5.9592226958418 457.985838793234
648 436 113 6 0 1 17.5 -2.25075694366608 415.114607335574
649 549 516 6 0 1 20 16.3235819963082 465.443878579237
650 262 396 6 0.00390625 1 20 0.512766415397389 439.47341498714
651 562 559 6 0 1 17.5 15.8419289642221 423.92033730607
652 225 445 6 0 2 17.5 18.0874827139477 394.40260516612
653 553 489 6 0 1 12.5 46.5987669385641 492.432318191555
654 368 458 6 0 2 20 12.456475108186 410.604637553204
655 562 141 6 0 1 20 2.79985025208068 439.722408726154
656 394 503 6 0 2 22.5 29.3662581584313 419.549056285464
657 402 422 6 0 1 25 10.3219226841159 434.496396163595
658 262 294 6 0 1 17.5 -7.43922988312064 395.201954932127
659 436 22 6 0 2 20 7.92130445892509 402.806120921731
660 512 328 6 0 2 22.5 6.1744397442467 390.290739719147
661 394 99 6 0 1 20 -6.97008814222299 451.934015396547
662 410 414 6 0 2 12.5 6.18850089310859 375.298506972413
663 436 518 6 0 1 25 36.2373786517293 519.483106116643
664 339 508 6 0 2 17.5 25.71938351468 406.477922663553
665 225 544 6 0.0625 2 10 -0.191434428809082 377.395251541563
666 512 387 6 0 2 20 19.3196282585897 404.039480809818
667 225 34 6 0 2 17.5 -9.70843314105685 413.36706811361
668 394 302 6 0 2 25 4.13754869316267 366.072671308228
669 402 531 6 0 2 25 12.820063288065 425.259819581029
670 225 555 6 0.0625 2 22.5 1.12520895443736 367.041278283092
671 239 380 6 0 2 15 1.43543130828809 360.305046929868
672 562 166 6 0 1 15 2.86549650471337 418.721036173843
673 225 385 6 0.0625 1 12.5 -0.770439465087519 485.676539325202
674 549 565 6 0.125 1 12.5 20.7614351379253 473.674202471758
675 512 473 6 0.00390625 1 15 2.86940538381231 442.776741066695
676 402 587 6 0 1 12.5 15.6817462211029 454.246283621314
677 225 513 6 0 2 20 8.23695161427451 359.920069318705
678 553 579 6 0 2 20 34.225403618939 428.207279559376
679 262 577 6 0.046875 2 12.5 12.7865556342292 398.446212895242
680 442 489 7 0 2 12.5 -3.32731877330756 392.230274616312
681 512 478 7 0 1 20 19.8610572158972 441.539062695476
682 368 140 7 0 1 12.5 24.7089137991361 484.159808146426
683 549 469 7 0 1 20 34.3177289206761 472.17997509615
684 512 519 7 0.03125 1 22.5 4.73906894752116 444.705656882497
685 639 32 7 0 1 12.5 5.79291485305245 419.708325209208
686 663 587 7 0 2 15 27.2436738705231 437.134561573376
687 549 531 7 0 1 15 0.535977446297037 443.243547198749
688 442 483 7 0.015625 2 15 11.0266570520211 392.458351850842
689 640 605 7 0 1 15 -3.92352929301837 435.639470486318
690 394 541 7 0.00390625 1 15 23.2404643312601 448.207951328127
691 562 518 7 0 2 15 10.2171032778068 409.72054121452
692 339 590 7 0 1 25 25.8994121303078 448.290787112718
693 368 528 7 0.0625 1 12.5 44.3873583748024 474.852550457039
694 653 166 7 0 2 15 39.458387582701 441.833229226738
695 549 445 7 0 2 15 19.872600187034 366.833946539787
696 653 267 7 0 1 25 11.1447991341026 420.717111340992
697 442 656 7 0.125 1 10 20.7044277265325 444.390345650064
698 639 644 7 0 2 12.5 18.3238338023106 398.190137555418
699 553 508 7 0.0126953125 1 17.5 16.0444907756574 485.964053044148
700 402 540 7 0.03125 2 20 13.5550380158916 403.482966145278
701 482 654 7 0 2 12.5 14.3842626347693 371.494708458973
702 442 550 7 0.015625 2 15 38.9375464160638 425.08049848206
703 562 659 7 0 1 12.5 15.8371461755142 460.096630793164
704 653 602 7 0 1 15 43.5418200497122 455.898331290883
705 640 632 7 0.1328125 1 25 31.0590846751342 498.747309087327
706 553 320 7 0 2 15 36.5682173189562 404.072947284629
707 653 551 7 0.0625 1 12.5 36.8845136260181 505.203557365182
708 512 666 7 0 1 25 28.0671334670594 436.189054119401
709 553 422 7 0.25 1 20 18.7438735980927 500.527393006032
710 339 34 7 0 1 15 16.4498491597682 461.87542729311
711 442 414 7 0 1 12.5 31.9089386939812 457.327913140042
712 442 516 7 0 1 22.5 22.9826879451064 444.541654179758
713 410 616 7 0 2 22.5 -6.54040471235234 365.399940996835
714 562 623 7 0.03125 2 10 45.5589419625627 430.512180200894
715 402 565 7 0 1 12.5 20.9688927847192 434.346820914496
716 482 678 7 0.015625 1 22.5 40.8226042785473 485.153916214145
717 394 292 7 0.0390625 1 10 1.07849389198083 398.863891194069
718 394 559 7 0 2 22.5 26.7245572836846 433.360382323207
719 553 515 7 0 1 15 48.737301349629 433.323043629726
720 436 544 7 0 1 17.5 29.0404970391705 446.009136884709
721 663 577 7 0.0078125 2 22.5 29.5442951133475 369.183785659516
722 394 629 7 0 2 17.5 13.8413500281634 363.278605961535
723 639 617 7 0 1 10 48.0672342609869 438.529010510844
724 639 437 7 0.072265625 1 10 12.8885661919612 428.914158065931
725 663 664 7 0.03125 1 15 35.8158335870261 454.600936285372
726 640 250 7 0 2 22.5 2.97964846861178 398.388363469233
727 368 637 7 0 2 22.5 22.8294132318591 424.21557646433
728 402 396 7 0 2 25 23.1710961298456 382.312069370012
729 368 543 7 0 1 15 30.6007242626901 481.165122983334
730 436 417 7 0.25 2 15 12.9557832732858 386.279511021266
731 442 426 7 0.125 1 22.5 24.6052966928884 458.853660163291
732 640 556 7 0.0078125 2 17.5 14.7888668036308 423.073954322882
733 394 621 7 0.25 2 22.5 -16.3347852943969 380.092841261402
734 410 382 7 0.0625 1 20 7.33000270727625 410.056825685767
735 442 252 7 0 1 25 17.3144141411185 446.543800081647
736 402 494 7 0 2 20 -8.60445545690803 389.318335673167
737 549 420 7 0 2 22.5 23.7469636994139 440.501373230477
738 653 667 7 0.015625 1 22.5 -0.351702794416905 453.850006242435
739 436 586 7 0 2 12.5 16.5147186020324 421.050524478342
740 549 227 7 0.0625 2 20 12.4132008676343 424.054893068611
741 339 669 7 0 2 22.5 25.2216233564846 382.934352263172
742 436 458 7 0.015625 2 10 15.5814953741208 424.097870099828
743 663 387 7 0.015625 2 17.5 35.0367369854726 447.221544260061
744 549 575 7 0 2 12.5 30.6011892636852 390.567336367539
745 482 606 7 0.0390625 1 20 6.41614577087019 477.286093825565
746 663 365 7 0 1 17.5 19.8228012873534 414.459381770549
747 339 535 7 0 2 22.5 23.0905002425044 387.30800283059
748 553 597 7 0.25 1 20 39.2225731282589 487.937593921656
749 653 691 8 0 2 15 35.6567045563967 412.85006706955
750 562 426 8 0 2 20 21.8957362505322 415.971771145686
751 562 694 8 0.03125 1 25 17.2857325863526 489.427025508955
752 549 742 8 0.03125 2 15 30.4400209061421 421.639458756417
753 442 382 8 0.12890625 1 15 5.63034116218419 474.939423769117
754 748 528 8 0 2 10 27.8395540689305 406.194962334595
755 482 550 8 0.0078125 1 17.5 26.9251852002195 485.380347097585
756 442 494 8 0 2 10 10.7254184339337 385.04986357123
757 553 740 8 0 2 20 22.8686440208422 422.29084190295
758 709 637 8 0.01171875 2 22.5 14.6027720459057 424.801740772332
759 663 743 8 0.0625 2 12.5 32.6404749051236 388.009796603772
760 709 606 8 0.25 2 20 28.8502706715617 413.030825133404
761 482 518 8 0.00390625 2 22.5 17.6876901626648 405.934591183583
762 748 659 8 0 2 17.5 39.7643311493144 394.740898724598
763 639 469 8 0.0048828125 2 10 22.8715191065688 406.987070003743
764 748 292 8 0 2 20 18.576737437242 385.192661519092
765 482 387 8 0 2 15 24.9151895432978 434.055683084353
766 442 706 8 0 1 17.5 25.7111492868547 446.179589151039
767 639 541 8 0 1 12.5 19.1194401132495 419.807680393317
768 640 320 8 0 1 12.5 30.6357835598472 437.435793030226
769 553 732 8 0 1 17.5 21.0971092920324 458.20240546864
770 663 654 8 0 2 12.5 9.25162758674593 333.016741929907
771 562 587 8 0.00390625 1 17.5 24.5156530662648 454.519072342181
772 639 417 8 0 1 25 0.778939752820943 416.335357576093
773 707 702 8 0 2 25 32.2119196127295 388.945240254497
774 553 483 8 0.0078125 2 25 37.7971901001097 461.297408399363
775 709 737 8 0 1 10 20.4151244840227 437.528640868943
776 748 667 8 0.005859375 1 22.5 12.8336471734141 476.945824363667
777 748 590 8 0 1 22.5 55.2257415174813 506.567758511881
778 640 623 8 0.0859375 2 22.5 26.3225533323644 406.129379543319
779 709 664 8 0 1 20 24.6024489246179 495.886586681288
780 549 669 8 0.0703125 2 20 4.4590486649853 372.195074869319
781 553 565 8 0.0859375 1 22.5 27.9063697761523 486.417053596191
782 442 250 8 0 2 17.5 14.6403929217358 409.734029122216
783 640 422 8 0 2 25 13.1382052751871 443.461740076137
784 707 714 8 0.0625 1 17.5 43.9004367931698 515.980831481804
785 553 396 8 0.00390625 1 15 24.8813415000844 457.237521026256
786 640 616 8 0.03125 1 15 3.44323460838673 442.947706952042
787 663 700 8 0.00390625 1 25 6.51785445642142 421.792453150507
788 549 535 8 0.0166015625 1 12.5 14.0113621250353 462.421257677281
789 748 516 8 0.046875 1 10 28.3256493376032 460.114976019906
790 442 519 8 0.029296875 1 22.5 27.8039842415455 506.651672531412
791 436 575 8 0 2 10 9.01312472969623 364.801431176218
792 482 531 8 0.015625 1 20 17.699141469388 467.888389122784
793 549 602 8 0 2 17.5 37.9951689117221 423.768076448872
794 562 540 8 0.01171875 1 22.5 6.50209126335684 449.039757436456
795 442 458 8 0.03125 1 22.5 9.69773416686367 453.962198412727
796 705 739 8 0 1 20 19.0608824318045 479.506111153069
797 748 544 8 0.005859375 2 12.5 39.2183779462362 387.732209122203
798 553 617 8 0.0234375 1 20 32.3339803744162 484.823856066005
799 436 478 8 0.0859375 1 22.5 24.8824718637654 461.874564084879
800 640 34 8 0 1 15 7.05150638643186 432.918763783444
801 553 551 8 0 2 22.5 35.5014031890576 435.21064529955
802 707 644 8 0 1 25 47.2055986000682 439.552050045717
803 549 559 8 0.0390625 2 12.5 13.6725343153473 371.174752458307
804 639 686 8 0.046875 1 12.5 18.6585833697136 415.148652615823
805 707 629 8 0.0126953125 1 25 34.4704274314019 462.369812435251
806 663 718 8 0.01171875 1 12.5 38.4513246369416 489.640548220753
807 709 726 8 0 1 22.5 19.8749307131524 460.293739651176
808 512 666 8 0.015625 2 17.5 17.4339320646651 411.668119974282
809 639 656 8 0.25 1 20 37.9343993828208 499.215307258307
810 709 623 9 0.015625 1 15 44.4327895513688 500.620847179575
811 707 782 9 0.015625 1 22.5 34.6824675702349 453.07049379752
812 748 478 9 0 1 20 49.4040446103905 481.436207158173
813 553 550 9 0.0390625 2 17.5 43.7273311433546 437.806446141563
814 790 387 9 0.0625 1 15 22.1806388430399 426.906963494239
815 639 667 9 0 2 20 16.090802207603 364.105229025935
816 639 726 9 0 2 17.5 25.9947740971124 395.836175281526
817 777 801 9 0 2 15 47.2648011486838 424.705692131152
818 640 528 9 0.11328125 1 12.5 29.6176050531493 477.344631972129
819 639 752 9 0 2 25 33.1066231051085 432.201574428729
820 653 749 9 0.02734375 1 17.5 52.4562702283287 519.254008744818
821 790 666 9 0.25 2 20 19.867459624385 408.179874629552
822 549 483 9 0 2 15 -10.5142285051436 393.925271236181
823 707 559 9 0.03125 1 17.5 23.0475087133249 471.231051103531
824 653 750 9 0.03515625 1 22.5 34.0089298611109 429.688083277082
825 640 606 9 0.0078125 1 17.5 25.5748946985132 481.816563414615
826 709 757 9 0 2 12.5 15.5283773339255 343.69514271022
827 705 494 9 0.1279296875 2 20 13.7001953533203 387.721398322704
828 705 250 9 0 1 15 34.1575918511222 469.5333961378
829 640 656 9 0 2 22.5 14.9934933929317 429.971328964143
830 709 763 9 0.0078125 1 17.5 12.4864885232425 385.012411253889
831 663 426 9 0.041015625 1 15 22.8161148952076 448.730705083101
832 705 616 9 0.001953125 1 12.5 41.7174353836228 442.143018919034
833 663 691 9 0.001953125 2 12.5 16.7554320461464 404.486488168138
834 653 587 9 0.125 2 10 28.2906415055726 397.158545406924
835 790 760 9 0.0078125 2 15 30.3468365132787 436.51955608517
836 748 617 9 0.017578125 2 22.5 44.5235619790289 424.121514163201
837 549 694 9 0.0439453125 1 12.5 34.0814643616129 448.469615543408
838 777 565 9 0.005859375 2 17.5 45.8556923964796 445.806335084914
839 784 793 9 0.0009765625 2 15 45.5897566112555 433.513430211673
840 663 740 9 0.021484375 2 20 32.2900277723735 413.387358828915
841 639 292 9 0.0625 1 12.5 8.20015568137312 471.779183979597
842 653 743 9 0 1 20 44.7334594837705 467.314754821602
843 748 783 9 0.001953125 1 20 38.905731297654 453.771785072917
844 748 516 9 0.009765625 1 17.5 32.0909964845483 459.566205133687
845 784 629 9 0.029296875 2 12.5 25.7800040388011 415.346663814325
846 639 758 9 0.0146484375 1 12.5 45.6249151560998 481.747612146058
847 784 535 9 0.041015625 2 20 39.259119279326 452.325623194543
848 748 808 9 0.01953125 1 25 14.7904384493121 452.490924705466
849 777 739 9 0 2 10 37.0615004995681 459.292872966313
850 640 602 9 0.00537109375 1 17.5 29.8572290129095 474.526343927782
851 705 519 9 0 2 20 32.6545755755685 446.190932862848
852 663 700 9 0.00390625 2 25 27.9283455645947 432.442096338485
853 653 551 9 0.0166015625 1 15 41.6561809665938 486.192074806381
854 653 718 9 0 2 10 27.4481347220078 375.284535453771
855 790 714 9 0.03515625 2 20 30.5760658777748 420.555507380235
856 709 706 9 0 2 22.5 17.0920131777106 397.453770987421
857 562 774 9 0.140625 1 10 44.3267570225312 468.147000888651
858 562 590 9 0 1 15 34.9530596821045 476.747630689249
859 784 765 9 0 1 20 27.9036063978787 491.119665247752
860 653 531 9 0.013671875 2 17.5 12.2840481839676 384.676304780237
861 820 849 10 0 1 17.5 50.2214577670152 467.125401012944
862 705 758 10 0.02984619140625 2 12.5 25.3749513351576 407.377585913928
863 709 819 10 0.0546875 1 25 36.0602793511557 498.03537189675
864 748 765 10 0.046875 1 22.5 33.6371823457216 447.653161810026
865 820 839 10 0.0078125 1 22.5 50.0903061913887 461.71914528374
866 820 774 10 0.083251953125 1 12.5 39.3812717595483 500.471679872489
867 663 590 10 0.09375 1 25 38.4826114543503 484.493675014959
868 707 851 10 0 2 20 44.9678892231493 448.791800707835
869 705 528 10 0.013671875 1 25 23.4511527897147 477.978867789168
870 653 478 10 0.125 1 22.5 34.2381892017756 434.056726126638
871 784 629 10 0 2 10 20.6188044392434 380.631397287195
872 709 565 10 0.0146484375 2 25 15.5601087806053 371.703840824638
873 653 387 10 0 1 10 10.7902237372897 408.828727811167
874 810 750 10 0 2 25 42.4438151648985 429.631177256044
875 707 718 10 0.005859375 1 17.5 33.2392976056929 488.686948151214
876 784 763 10 0.025390625 1 12.5 26.1121199563023 446.647856512573
877 653 852 10 0.02099609375 2 20 38.1966910915865 418.39112132333
878 653 835 10 0.00390625 1 15 38.8773365965951 423.492018353461
879 777 782 10 0.0322265625 1 12.5 44.8646125079383 469.850160154381
880 790 838 10 0 2 22.5 42.8466802392363 391.935652431069
881 705 752 10 0.00439453125 2 15 39.8100315471609 407.247632416067
882 784 836 10 0.0048828125 1 20 40.1234083207027 464.875596601181
883 663 808 10 0.0419921875 2 25 34.4424493403653 379.117660600929
884 784 623 10 0 2 25 27.8894188294311 416.620966901307
885 777 726 10 0.12890625 1 17.5 34.4788167107563 491.186505151465
886 748 606 10 0.0107421875 1 22.5 31.8875103907109 461.797661034296
887 639 602 10 0.005859375 1 20 65.3244607331353 511.823903588432
888 784 667 10 0.09765625 1 15 26.4789943071065 470.863305255883
889 640 757 10 0 1 20 14.1173515618505 420.861304956323
890 639 793 10 0.0078125 1 12.5 61.8135548467239 449.283236614713
891 705 494 10 0.0615234375 1 22.5 16.2475731922286 479.812854154813
892 663 801 10 0 2 17.5 35.5093066387465 376.746044700161
893 709 691 10 0.005859375 1 15 0.0394187204039032 404.213931284143
894 820 740 10 0.001953125 1 15 38.6213672870185 470.08558365238
895 663 694 10 0.00439453125 1 22.5 39.9839666825557 450.593401633413
896 705 760 10 0.001953125 1 12.5 24.701102566572 504.06551611402
897 653 855 10 0.0244140625 1 25 42.8470477919737 506.177198489222
898 709 847 10 0.00390625 1 15 34.2221759178959 493.812281598692
899 748 616 10 0.056640625 2 22.5 42.5494016167415 397.262342252909
900 784 559 10 0 2 20 26.8488039103407 401.669970317283
901 653 700 10 0.017578125 1 10 36.1306793557246 458.710839373068
902 709 829 10 0.00390625 1 12.5 13.6014791921781 456.988368624204
903 790 783 10 0.01953125 2 15 27.8224713827217 405.711223225968
904 639 743 10 0.005859375 1 17.5 38.8584179039645 471.756556862967
905 777 666 10 0.0048828125 1 22.5 47.4413973797281 522.829207983772
906 810 706 10 0 2 20 41.6980286481872 399.849325230938
