Animal,Sex,Phe
90165,1,7.811211109161
90166,2,5.346832990646
90167,1,8.033754587173
90168,2,6.013386011124
90169,1,9.514950275421
90170,2,6.831295013428
90171,1,8.286969900131
90172,2,5.650755405426
90173,1,8.107876777649
90174,2,4.379285097122
90175,1,9.520589351654
90176,2,6.535841941833
90177,1,9.843764305115
90178,2,6.641666412354
90179,1,11.130269527435
90180,2,7.156330108643
90181,1,9.231554031372
90182,2,7.349363327026
90183,1,10.342014789581
90184,2,7.808551311493
90185,1,8.140572786331
90186,2,7.830486774445
90187,1,7.871303081512
90188,2,6.931901931763
90189,1,7.285150289536
90190,2,7.519265651703
90191,1,9.516109466553
90192,2,7.310499191284
90193,1,8.807523727417
90194,2,6.326390266418
90195,1,5.94109582901
90196,2,6.054954051971
90197,1,8.942501068115
90198,2,8.98330783844
90199,1,10.783666610718
90200,2,5.396340370178
90201,1,8.752883195877
90202,2,4.422089457512
90203,1,9.992615699768
90204,2,7.330109596252
90205,1,7.379238128662
90206,2,7.081736564636
90207,1,8.831747055054
90208,2,5.217772483826
90209,1,7.877070903778
90210,2,5.494920969009
90211,1,9.3236951828
90212,2,5.27575969696
90213,1,8.518073558807
90214,2,6.061362504959
90215,1,9.440294742584
90216,2,5.791533708572
90217,1,8.07355260849
90218,2,6.474967479706
90219,1,7.42320394516
90220,2,6.148686408997
90221,1,8.161722660065
90222,2,6.200348138809
90223,1,9.712595939636
90224,2,7.500396251678
90225,1,11.277532577515
90226,2,7.288583755493
90227,1,9.344746112823
90228,2,4.947682142258
90229,1,9.546538829803
90230,2,6.888175964355
90231,1,8.817093849182
90232,2,7.938254356384
90233,1,7.261406421661
90234,2,7.789879322052
90235,1,6.257951498032
90236,2,8.491816997528
90237,1,9.80224943161
90238,2,5.933539867401
90239,1,8.994495630264
90240,2,6.055648088455
90241,1,7.561800956726
90242,2,6.615693569183
90243,1,8.628422498703
90244,2,7.940518379211
90245,1,9.271112442017
90246,2,6.241842746735
90247,1,9.298574924469
90248,2,5.480280637741
90249,1,9.733476161957
90250,2,7.695872306824
90251,1,6.941056489944
90252,2,6.535149097443
90253,1,8.776547670364
90254,2,6.859126091003
90255,1,9.144623756409
90256,2,5.29952788353
90257,1,8.152600049973
90258,2,7.332830905914
90259,1,10.790324211121
90260,2,8.573941230774
90261,1,9.983964920044
90262,2,4.904794216156
90263,1,8.747385978699
90264,2,2.460407495499
90265,1,6.832505941391
90266,2,5.599363803864
90267,1,8.59466791153
90268,2,5.14652633667
90269,1,11.036733627319
90270,2,6.109219551086
90271,1,9.813469409943
90272,2,5.059137105942
90273,1,8.7388048172
90274,2,6.477432012558
90275,1,8.71639752388
90276,2,5.839244842529
90277,1,7.209511041641
90278,2,7.042836666107
90279,1,8.940084457397
90280,2,5.847754716873
90281,1,10.832530021667
90282,2,5.437344074249
90283,1,10.149753570557
90284,2,5.69702911377
90285,1,6.906946897507
90286,2,6.121269702911
90287,1,9.165423870087
90288,2,6.298552513123
90289,1,9.823515415192
90290,2,5.614325046539
90291,1,10.627176761627
90292,2,7.08046245575
90293,1,10.594708919525
90294,2,7.321129322052
90295,1,11.420102596283
90296,2,8.625819206238
90297,1,10.467872142792
90298,2,8.11737203598
90299,1,8.192561626434
90300,2,6.268249750137
90301,1,10.704314231873
90302,2,9.244995117188
90303,1,8.129249572754
90304,2,6.339903593063
90305,1,7.790525436401
90306,2,5.094363689423
90307,1,8.032802581787
90308,2,5.209274053574
90309,1,11.16651725769
90310,2,7.126798152924
90311,1,8.333466529846
90312,2,5.779604196548
90313,1,8.65420460701
90314,2,7.264630317688
90315,1,10.54789352417
90316,2,8.60626077652
90317,1,9.496160984039
90318,2,7.135437488556
90319,1,9.254470825195
90320,2,5.255763292313
90321,1,8.137063264847
90322,2,5.876946687698
90323,1,9.357769012451
90324,2,7.564691066742
90325,1,8.38254237175
90326,2,6.237518548965
90327,1,9.642234802246
90328,2,4.376616954803
90329,1,7.91925573349
90330,2,6.662095069885
90331,1,10.264689445496
90332,2,8.050099372864
90333,1,10.527218818665
90334,2,4.373160243034
90335,1,11.070937633514
90336,2,6.89063167572
90337,1,8.996217727661
90338,2,5.160703659058
90339,1,8.453006267548
90340,2,5.033847332001
90341,1,8.210938930511
90342,2,6.923372268677
90343,1,9.743523597717
90344,2,7.048619270325
90345,1,10.605390548706
90346,2,5.972978591919
90347,1,7.926092624664
90348,2,6.166283607483
90349,1,9.189424514771
90350,2,6.419565200806
90351,1,9.798715591431
90352,2,6.777070522308
90353,1,10.249897480011
90354,2,6.026146411896
90355,1,10.305817604065
90356,2,5.380365133286
90357,1,9.391673088074
90358,2,7.389474868774
90359,1,8.167575836182
90360,2,5.958063840866
90361,1,7.140707015991
90362,2,5.252797842026
90363,1,9.7235455513
90364,2,6.497746944427
90365,1,7.753942489624
90366,2,5.081040143967
90367,1,7.00736784935
90368,2,6.656216621399
90369,1,8.185989141464
90370,2,8.445888996124
90371,1,10.843665599823
90372,2,7.412200450897
90373,1,7.724140882492
90374,2,4.259113669395
90375,1,8.816447496414
90376,2,6.489696979523
90377,1,7.895903348923
90378,2,3.985270619392
90379,1,9.968029975891
90380,2,5.763727664948
90381,1,11.102751255035
90382,2,6.65943145752
90383,1,9.789573669434
90384,2,4.643497943878
90385,1,10.136175632477
90386,2,5.975486040115
90387,1,9.403029441833
90388,2,5.284342765808
90389,1,6.090603590012
90390,2,7.617676734924
90391,1,9.6169090271
90392,2,4.62051820755
90393,1,8.90096616745
90394,2,5.012385845184
90395,1,8.29292178154
90396,2,7.434606552124
90397,1,11.24928855896
90398,2,6.780973911285
90399,1,7.873779535294
90400,2,5.43167424202
90401,1,9.750009536743
90402,2,7.746249198914
90403,1,9.647018432617
90404,2,5.810451984406
90405,1,7.835654258728
90406,2,6.214601039886
90407,1,8.164432764053
90408,2,5.411221504211
90409,1,9.266648292542
90410,2,7.00666475296
90411,1,7.430649995804
90412,2,6.291094064713
90413,1,7.964656829834
90414,2,7.076157093048
90415,1,6.82202231884
90416,2,6.797080039978
90417,1,10.039180755615
90418,2,6.443156957626
90419,1,8.149442672729
90420,2,7.415065288544
90421,1,9.576224327087
90422,2,6.673533916473
90423,1,7.761633872986
90424,2,7.148434638977
90425,1,9.249819755554
90426,2,5.571960449219
90427,1,8.48531460762
90428,2,7.328944683075
90429,1,7.302135944366
90430,2,5.377988815308
90431,1,8.820322036743
90432,2,4.580931186676
90433,1,10.170956611633
90434,2,6.664362430573
90435,1,9.48698425293
90436,2,7.499610424042
90437,1,10.47670173645
90438,2,6.569420814514
90439,1,10.315131664276
90440,2,6.512532234192
90441,1,8.94020986557
90442,2,5.418086051941
90443,1,10.814494609833
90444,2,6.955031394958
90445,1,10.607326507568
90446,2,8.779403686523
90447,1,8.03358745575
90448,2,5.383189916611
90449,1,10.103066921234
90450,2,6.21952009201
90451,1,7.480531215668
90452,2,5.118472099304
90453,1,10.510023117065
90454,2,9.228149414062
90455,1,9.671633243561
90456,2,3.476410984993
90457,1,8.124570131302
90458,2,6.812536716461
90459,1,8.051577091217
90460,2,5.07249879837
90461,1,8.011064767838
90462,2,5.238615512848
90463,1,8.059839725494
90464,2,4.521178722382
90465,1,8.938558101654
90466,2,7.762474536896
90467,1,7.005497217178
90468,2,6.734795570374
90469,1,8.871808767319
90470,2,6.431764364243
90471,1,6.904515266418
90472,2,6.101257801056
90473,1,8.734404802322
90474,2,7.294642925262
90475,1,10.055399894714
90476,2,5.704163074493
90477,1,7.092208385468
90478,2,6.462401151657
90479,1,8.976572751999
90480,2,7.292049407959
90481,1,7.089696645737
90482,2,5.644586086273
90483,1,7.033615589142
90484,2,5.012193441391
90485,1,10.889565467834
90486,2,9.244997024536
90487,1,7.53661108017
90488,2,5.366894721985
90489,1,6.715427875519
90490,2,3.554085731506
90491,1,9.29062461853
90492,2,8.539459705353
90493,1,7.79888010025
90494,2,4.371953964233
90495,1,10.680794239044
90496,2,6.784491062164
90497,1,10.852063655853
90498,2,3.998256921768
90499,1,9.55487537384
90500,2,5.237504959106
90501,1,8.755858182907
90502,2,5.826797246933
90503,1,8.524324655533
90504,2,6.510864257812
90505,1,8.715963840485
90506,2,7.72695016861
90507,1,10.722904205322
90508,2,5.963688850403
90509,1,7.637594223022
90510,2,7.555634021759
90511,1,8.395051002502
90512,2,5.822712659836
90513,1,7.9703977108
90514,2,5.473506450653
90515,1,7.320770263672
90516,2,5.790574073792
90517,1,8.88153553009
90518,2,4.483947277069
90519,1,9.742711544037
90520,2,6.353862762451
90521,1,8.448082447052
90522,2,4.121188640594
90523,1,7.316203117371
90524,2,6.372575283051
90525,1,8.93891119957
90526,2,5.350256443024
90527,1,7.723880290985
90528,2,5.638190031052
90529,1,7.735821723938
90530,2,4.322181105614
90531,1,9.008688926697
90532,2,5.946156263351
90533,1,7.373015403748
90534,2,7.65648317337
90535,1,9.60072517395
90536,2,4.860995292664
90537,1,9.952593326569
90538,2,7.222315788269
90539,1,9.872974872589
90540,2,7.710897922516
90541,1,11.235259532928
90542,2,4.317477464676
90543,1,7.912843227386
90544,2,7.48181438446
90545,1,9.406400203705
90546,2,6.563978672028
90547,1,8.367183685303
90548,2,8.402534484863
90549,1,9.655806541443
90550,2,7.319687366486
90551,1,7.088025569916
90552,2,7.306773662567
90553,1,10.155427932739
90554,2,7.014997005463
90555,1,7.782150506973
90556,2,5.370100736618
90557,1,9.315418720245
90558,2,3.353068351746
90559,1,7.445096969604
90560,2,8.293954372406
90561,1,9.954084396362
90562,2,5.323648452759
90563,1,9.447634220123
90564,2,5.694344997406
90565,1,8.908870458603
90566,2,5.754912137985
90567,1,8.99165058136
90568,2,7.53990316391
90569,1,8.075669288635
90570,2,7.530938148499
90571,1,10.02281332016
90572,2,7.532822132111
90573,1,9.715608119965
90574,2,6.821134090424
90575,1,8.570641994476
90576,2,7.145017623901
90577,1,9.803838729858
90578,2,6.644509315491
90579,1,8.046900987625
90580,2,6.074010848999
90581,1,9.954058647156
90582,2,6.397034168243
90583,1,8.515565395355
90584,2,7.153604030609
90585,1,8.593403339386
90586,2,7.529706954956
90587,1,7.656977415085
90588,2,5.552904844284
90589,1,8.761405944824
90590,2,5.691596269608
90591,1,8.675782680511
90592,2,8.251544952393
90593,1,8.993991851807
90594,2,7.125171661377
90595,1,7.397366046906
90596,2,5.584215641022
90597,1,9.412896633148
90598,2,4.552719116211
90599,1,8.47475528717
90600,2,5.740891933441
90601,1,8.972842931747
90602,2,5.99534535408
90603,1,9.415431499481
90604,2,6.231994152069
90605,1,9.770803451538
90606,2,6.980446338654
90607,1,8.669318437576
90608,2,7.088787078857
90609,1,7.035503387451
90610,2,6.837060928345
90611,1,9.787520885468
90612,2,6.784333705902
90613,1,7.838776826859
90614,2,6.006073713303
90615,1,10.200819015503
90616,2,7.759963989258
90617,1,9.870657444
90618,2,8.197420597076
90619,1,9.082501411438
90620,2,4.383303046227
90621,1,6.775395393372
90622,2,5.113529205322
90623,1,9.185788631439
90624,2,7.649079322815
90625,1,7.805055618286
90626,2,6.195503473282
90627,1,9.457546710968
90628,2,7.047488689423
90629,1,10.192625999451
90630,2,6.428235530853
90631,1,7.90612745285
90632,2,6.120647192001
90633,1,8.841497659683
90634,2,8.985442638397
90635,1,9.897005558014
90636,2,5.889268636703
90637,1,10.426029682159
90638,2,6.423532962799
90639,1,5.52699971199
90640,2,6.591009140015
90641,1,10.30286026001
90642,2,6.311004638672
90643,1,8.314453363419
90644,2,7.140795707703
90645,1,9.504636287689
90646,2,5.980731487274
90647,1,8.966491937637
90648,2,7.174202442169
90649,1,6.462058901787
90650,2,6.773025512695
90651,1,9.869535923004
90652,2,5.569372415543
90653,1,10.178797721863
90654,2,7.492984771729
90655,1,11.442650794983
90656,2,6.852743625641
90657,1,8.811600208282
90658,2,5.428547143936
90659,1,8.291551589966
90660,2,6.176721572876
90661,1,7.704025268555
90662,2,6.840161800385
90663,1,6.638243913651
90664,2,5.798189163208
90665,1,10.625375747681
90666,2,7.514494419098
90667,1,8.367965698242
90668,2,6.322443008423
90669,1,7.55736541748
90670,2,7.150994300842
90671,1,7.704686164856
90672,2,5.294584512711
90673,1,10.017737388611
90674,2,3.6063798666
90675,1,8.135169506073
90676,2,4.136097431183
90677,1,7.698805332184
90678,2,4.745972156525
90679,1,9.044944763184
90680,2,5.583725214005
90681,1,8.267108917236
90682,2,8.764350891113
90683,1,8.670321464539
90684,2,7.24005651474
90685,1,10.523819446564
90686,2,8.257040023804
90687,1,9.759054660797
90688,2,8.569098949432
90689,1,7.364922523499
90690,2,5.516469240189
90691,1,9.060124397278
90692,2,5.419541597366
90693,1,8.38396024704
90694,2,4.445077896118
90695,1,8.107398509979
90696,2,4.274310588837
90697,1,5.382719278336
90698,2,8.308097362518
90699,1,8.257194757462
90700,2,5.527658462524
90701,1,7.087473869324
90702,2,6.667111873627
90703,1,6.918503522873
90704,2,5.478975534439
90705,1,9.560105800629
90706,2,5.913054227829
90707,1,7.618580102921
90708,2,7.074654102325
90709,1,7.893151760101
90710,2,4.458235740662
90711,1,8.882727384567
90712,2,5.620263814926
90713,1,8.583912849426
90714,2,5.96689081192
90715,1,9.50519990921
90716,2,6.396903514862
90717,1,8.554379463196
90718,2,5.754712343216
90719,1,9.104031562805
90720,2,7.830699920654
90721,1,9.063096046448
90722,2,5.281963348389
90723,1,7.191454410553
90724,2,3.852337241173
90725,1,10.758560180664
90726,2,6.298127889633
90727,1,9.600016593933
90728,2,6.016876935959
90729,1,7.900258541107
90730,2,5.840199232101
90731,1,10.4739112854
90732,2,8.174593925476
90733,1,7.468039274216
90734,2,4.474613785744
90735,1,8.826277971268
90736,2,7.032950401306
90737,1,8.944488048553
90738,2,6.791078090668
90739,1,9.046314716339
90740,2,6.878659248352
90741,1,8.03306722641
90742,2,8.821368694305
90743,1,8.934087753296
90744,2,5.505316019058
90745,1,8.821712970734
90746,2,7.258100509644
90747,1,7.57617855072
90748,2,4.955997228622
90749,1,7.747659683228
90750,2,5.177486896515
90751,1,7.18500494957
90752,2,8.508986949921
90753,1,8.952965736389
90754,2,6.25523352623
90755,1,9.847012042999
90756,2,7.250682830811
90757,1,6.426783561707
90758,2,5.911855697632
90759,1,9.72056722641
90760,2,7.028557300568
90761,1,11.563608169556
90762,2,7.947578430176
90763,1,10.611003398895
90764,2,6.226682662964
90765,1,8.162439823151
90766,2,7.046137332916
90767,1,9.718648433685
90768,2,6.164815187454
90769,1,9.415643692017
90770,2,7.517971515656
90771,1,8.288470983505
90772,2,6.355123996735
90773,1,7.826174020767
90774,2,6.538273334503
90775,1,9.332356452942
90776,2,7.902597427368
90777,1,9.606030464172
90778,2,6.07245349884
90779,1,9.92254781723
90780,2,5.661803245544
90781,1,8.103786230087
90782,2,5.47169303894
90783,1,10.359658718109
90784,2,6.241791963577
90785,1,6.825259208679
90786,2,6.019023895264
90787,1,8.088794469833
90788,2,2.419146776199
90789,1,8.110212564468
90790,2,6.583925247192
90791,1,8.600193023682
90792,2,4.816649436951
90793,1,9.597442150116
90794,2,6.518720626831
90795,1,9.190749168396
90796,2,6.936188697815
90797,1,8.418132066727
90798,2,6.951854705811
90799,1,7.833781719208
90800,2,4.871456861496
90801,1,6.256461381912
90802,2,6.934674263
90803,1,6.21789598465
90804,2,6.071964979172
90805,1,8.278870582581
90806,2,6.325595855713
90807,1,9.466768264771
90808,2,8.476555347443
90809,1,7.738713264465
90810,2,4.683504581451
90811,1,9.607562541962
90812,2,6.241252422333
90813,1,9.417080402374
90814,2,6.618243217468
90815,1,11.066606521606
90816,2,6.635776519775
90817,1,9.834697723389
90818,2,6.382257223129
90819,1,10.658218383789
90820,2,8.351124763489
90821,1,9.005858898163
90822,2,4.427305340767
90823,1,10.278838634491
90824,2,4.179242968559
90825,1,7.595195293427
90826,2,4.690296173096
90827,1,7.98423910141
90828,2,6.152468442917
90829,1,10.043562889099
90830,2,5.208957910538
90831,1,10.983506679535
90832,2,5.614367723465
90833,1,7.449425935745
90834,2,5.898065090179
90835,1,8.848523616791
90836,2,6.777491569519
90837,1,10.260544776917
90838,2,6.505964756012
90839,1,9.150792121887
90840,2,6.356563329697
90841,1,5.599431037903
90842,2,5.023131847382
90843,1,8.657335281372
90844,2,6.846270561218
90845,1,9.59672164917
90846,2,6.341835975647
90847,1,7.183233737946
90848,2,6.75269985199
90849,1,8.422304153442
90850,2,6.90749502182
90851,1,9.278169631958
90852,2,5.304421663284
90853,1,7.615350484848
90854,2,7.013885498047
90855,1,9.008847236633
90856,2,4.435077548027
90857,1,6.588660359383
90858,2,5.028358459473
90859,1,8.975325107574
90860,2,6.270376205444
90861,1,8.598127603531
90862,2,6.542446613312
90863,1,9.875835418701
90864,2,5.636425018311
90865,1,6.33635187149
90866,2,6.025651693344
90867,1,6.16788649559
90868,2,6.744750499725
90869,1,8.380769014359
90870,2,7.535137176514
90871,1,6.836766242981
90872,2,5.430810689926
90873,1,7.703961133957
90874,2,6.152856111526
90875,1,8.468123197556
90876,2,4.953840255737
90877,1,9.335606575012
90878,2,6.311552047729
90879,1,8.076119661331
90880,2,5.358902454376
90881,1,8.427208423615
90882,2,7.100872993469
90883,1,9.568940639496
90884,2,3.403178095818
90885,1,9.63202047348
90886,2,7.622797966003
90887,1,8.333471775055
90888,2,6.799324989319
90889,1,7.514180183411
90890,2,3.859592437744
90891,1,8.40974521637
90892,2,5.716316699982
90893,1,6.53487765789
90894,2,6.046246290207
90895,1,8.270941495895
90896,2,5.520844936371
90897,1,10.659893512726
90898,2,7.374716281891
90899,1,9.940096378326
90900,2,8.57621383667
90901,1,9.76625585556
90902,2,4.941038131714
90903,1,6.80784869194
90904,2,4.46535050869
90905,1,7.247132062912
90906,2,4.831136703491
90907,1,6.980949878693
90908,2,3.784950852394
90909,1,7.917036056519
90910,2,7.749465465546
90911,1,9.575135231018
90912,2,6.576047420502
90913,1,7.419513702393
90914,2,8.168524742126
90915,1,9.019113540649
90916,2,5.698448896408
90917,1,9.120810508728
90918,2,3.940490484238
90919,1,8.81708407402
90920,2,5.350510597229
90921,1,11.340559959412
90922,2,6.544000148773
90923,1,8.34632730484
90924,2,8.161014556885
90925,1,7.81251502037
90926,2,9.220294952393
90927,1,9.633469581604
90928,2,7.012836933136
90929,1,7.907727241516
90930,2,5.769757270813
90931,1,9.064112186432
90932,2,6.8501496315
90933,1,9.687927722931
90934,2,8.019741535187
90935,1,7.855896234512
90936,2,5.466688632965
90937,1,8.917434453964
90938,2,6.192615032196
90939,1,7.734508514404
90940,2,3.649926304817
90941,1,6.462523698807
90942,2,4.950545549393
90943,1,8.758660793304
90944,2,7.545461177826
90945,1,7.183316707611
90946,2,5.747370004654
90947,1,8.979601860046
90948,2,5.787504196167
90949,1,9.247779369354
90950,2,7.68588924408
90951,1,7.624755144119
90952,2,5.184666156769
90953,1,7.675454616547
90954,2,6.045135736465
90955,1,9.329767227173
90956,2,7.467535018921
90957,1,8.348367214203
90958,2,5.4447722435
90959,1,9.829341411591
90960,2,7.139096736908
90961,1,9.346849918365
90962,2,6.846544265747
90963,1,11.414568901062
90964,2,7.307183265686
90965,1,9.099012851715
90966,2,4.915846824646
90967,1,8.273615121841
90968,2,6.864886283875
90969,1,7.877663135529
90970,2,5.027990341187
90971,1,7.151740789413
90972,2,6.728610038757
90973,1,7.811655759811
90974,2,4.843435049057
90975,1,9.793146133423
90976,2,5.866995811462
90977,1,7.151750564575
90978,2,7.164533615112
90979,1,8.492277383804
90980,2,6.108657836914
90981,1,8.566256523132
90982,2,6.233287572861
90983,1,8.742240428925
90984,2,5.640402793884
90985,1,9.224721431732
90986,2,7.214039802551
90987,1,7.232532262802
90988,2,4.996731758118
90989,1,9.819833755493
90990,2,8.29879283905
90991,1,9.741798400879
90992,2,7.587246894836
90993,1,6.643778920174
90994,2,6.705832958221
90995,1,8.944873332977
90996,2,5.846194982529
90997,1,7.331479549408
90998,2,5.121653556824
90999,1,7.252949953079
91000,2,4.809032917023
100001,1,9.277100563049
100002,2,7.828531265259
100003,1,10.142520904541
100004,2,9.369909286499
100005,1,8.812356472015
100006,2,8.148996829987
100007,1,12.461911201477
100008,2,7.527704715729
100009,1,12.241595745087
100010,2,8.483565330505
100011,1,10.250814914703
100012,2,6.360224723816
100013,1,9.990917205811
100014,2,6.399367570877
100015,1,9.815978527069
100016,2,9.497121810913
100017,1,9.363338947296
100018,2,6.975051879883
100019,1,9.734435558319
100020,2,5.967830181122
100021,1,10.57949590683
100022,2,7.174228668213
100023,1,8.801211118698
100024,2,6.398587465286
100025,1,10.742739677429
100026,2,8.131551742554
100027,1,8.984796047211
100028,2,5.222883224487
100029,1,10.799409866333
100030,2,7.917135715485
100031,1,8.275335788727
100032,2,6.268430948257
100033,1,9.311104297638
100034,2,7.533646583557
100035,1,9.271000862122
100036,2,6.086959600449
100037,1,10.250342845917
100038,2,6.52841091156
100039,1,8.808817625046
100040,2,6.30078291893
100041,1,10.459009647369
100042,2,7.927618026733
100043,1,6.814390182495
100044,2,5.134479045868
100045,1,9.743336677551
100046,2,8.378050804138
100047,1,9.437844276428
100048,2,7.110964298248
100049,1,8.866221427917
100050,2,7.687107086182
100051,1,7.412307739258
100052,2,4.881815433502
100053,1,9.219013690948
100054,2,7.225357055664
100055,1,12.899481296539
100056,2,6.52862405777
100057,1,12.120895385742
100058,2,8.242541790009
100059,1,9.487393856049
100060,2,5.337056159973
100061,1,8.372455120087
100062,2,5.775250196457
100063,1,7.397661447525
100064,2,8.005731582642
100065,1,10.935518741608
100066,2,7.810859203339
100067,1,9.23422908783
100068,2,7.449652671814
100069,1,10.18168926239
100070,2,6.496252775192
100071,1,8.893470287323
100072,2,7.209283828735
100073,1,9.394486427307
100074,2,5.242185115814
100075,1,9.56193447113
100076,2,7.986636161804
100077,1,11.132821083069
100078,2,7.250962734222
100079,1,11.884494304657
100080,2,6.069221258163
100081,1,9.532069206238
100082,2,5.668625354767
100083,1,8.894578695297
100084,2,7.591475963593
100085,1,11.944231510162
100086,2,5.093927621841
100087,1,8.784759521484
100088,2,7.436653137207
100089,1,9.929444313049
100090,2,7.504016876221
100091,1,8.57460641861
100092,2,7.285054206848
100093,1,12.498780250549
100094,2,4.877819776535
100095,1,9.884253025055
100096,2,8.211822509766
100097,1,12.594644546509
100098,2,6.115335464478
100099,1,8.552321910858
100100,2,8.362677574158
100101,1,8.780235528946
100102,2,8.085770606995
100103,1,8.864140748978
100104,2,6.426683425903
100105,1,10.113526344299
100106,2,6.62032365799
100107,1,5.58927488327
100108,2,7.755460262299
100109,1,9.130449295044
100110,2,7.454288005829
100111,1,9.710968494415
100112,2,6.476580142975
100113,1,9.853950977325
100114,2,6.669143676758
100115,1,10.530015945435
100116,2,7.208592414856
100117,1,9.379833698273
100118,2,8.499708652496
100119,1,9.081775665283
100120,2,6.060834169388
100121,1,9.475185871124
100122,2,8.100682735443
100123,1,9.232606887817
100124,2,9.750610351562
100125,1,9.721583366394
100126,2,6.741766452789
100127,1,8.37601852417
100128,2,6.667295455933
100129,1,10.860579013824
100130,2,6.297916650772
100131,1,8.598187446594
100132,2,6.65899515152
100133,1,10.297458171844
100134,2,6.368924617767
100135,1,11.725373268127
100136,2,6.092837333679
100137,1,8.376832485199
100138,2,5.462139129639
100139,1,7.714592933655
100140,2,5.908936977386
100141,1,12.187188625336
100142,2,8.174230098724
100143,1,9.986850261688
100144,2,8.185676574707
100145,1,9.112553119659
100146,2,7.963230133057
100147,1,11.05152797699
100148,2,7.935518741608
100149,1,10.340364933014
100150,2,6.789640903473
100151,1,8.082541942596
100152,2,4.82772731781
100153,1,8.959413528442
100154,2,5.204872131348
100155,1,9.333737373352
100156,2,8.673321723938
100157,1,10.896967411041
100158,2,7.152665138245
100159,1,11.643439292908
100160,2,9.737659454346
100161,1,8.273017406464
100162,2,7.955399036407
100163,1,9.465511322021
100164,2,7.533926486969
100165,1,9.720769882202
100166,2,7.102387905121
100167,1,9.705968379974
100168,2,5.757108211517
100169,1,11.367262363434
100170,2,8.224100112915
100171,1,9.528446674347
100172,2,8.391055107117
100173,1,10.698574066162
100174,2,8.37735080719
100175,1,12.765948295593
100176,2,4.94376039505
100177,1,7.501154184341
100178,2,7.982042789459
100179,1,11.412172317505
100180,2,6.052558660507
100181,1,7.596247434616
100182,2,6.057636260986
100183,1,11.249525547028
100184,2,5.686376094818
100185,1,8.948981523514
100186,2,6.601016998291
100187,1,8.011680841446
100188,2,7.386930465698
100189,1,12.116857528687
100190,2,9.730160713196
100191,1,9.26162815094
100192,2,9.85192489624
100193,1,8.13144493103
100194,2,5.946126937866
100195,1,8.523681640625
100196,2,6.984722137451
100197,1,9.277383804321
100198,2,7.367109298706
100199,1,10.365853309631
100200,2,7.81453037262
100201,1,8.788600444794
100202,2,9.232145309448
100203,1,8.454451560974
100204,2,5.363894462585
100205,1,8.547522306442
100206,2,5.012899398804
100207,1,7.30432510376
100208,2,7.120752811432
100209,1,11.641047000885
100210,2,8.679451465607
100211,1,11.610548496246
100212,2,8.867166996002
100213,1,10.72069644928
100214,2,6.237633228302
100215,1,10.333775043488
100216,2,8.342099189758
100217,1,9.747844696045
100218,2,7.056991100311
100219,1,8.007050037384
100220,2,5.201767683029
100221,1,8.076608181
100222,2,7.833349704742
100223,1,8.361744403839
100224,2,7.090628623962
100225,1,7.961549520493
100226,2,8.369247913361
100227,1,8.858346223831
100228,2,7.364001750946
100229,1,8.767539978027
100230,2,7.394643306732
100231,1,9.519726753235
100232,2,6.355745792389
100233,1,11.03698682785
100234,2,7.061319351196
100235,1,8.119997024536
100236,2,7.127833366394
100237,1,9.352373123169
100238,2,6.083292484283
100239,1,9.440501213074
100240,2,7.296475887299
100241,1,6.225993156433
100242,2,4.134078264236
100243,1,8.112499237061
100244,2,8.324367523193
100245,1,10.986052513123
100246,2,9.435885906219
100247,1,9.500156402588
100248,2,6.792213916779
100249,1,9.16641998291
100250,2,6.595575332642
100251,1,8.278377532959
100252,2,7.706691741943
100253,1,9.014056682587
100254,2,6.75189781189
100255,1,10.429887771606
100256,2,7.942833900452
100257,1,10.959284305573
100258,2,4.997658491135
100259,1,11.060116767883
100260,2,7.445333003998
100261,1,8.98628950119
100262,2,7.092778205872
100263,1,11.394465923309
100264,2,8.128029346466
100265,1,11.307891368866
100266,2,5.628304481506
100267,1,11.723982810974
100268,2,7.8290143013
100269,1,9.286601543427
100270,2,5.424730300903
100271,1,7.042354345322
100272,2,4.894693374634
100273,1,8.178256988525
100274,2,5.804705619812
100275,1,9.678207874298
100276,2,6.852898597717
100277,1,8.57519197464
100278,2,6.84431219101
100279,1,9.788604259491
100280,2,6.851870536804
100281,1,9.910933971405
100282,2,6.158497333527
100283,1,8.824311733246
100284,2,6.932490825653
100285,1,9.390730857849
100286,2,7.876471042633
100287,1,8.952260494232
100288,2,4.802255153656
100289,1,10.884114265442
100290,2,8.069548130035
100291,1,11.335430622101
100292,2,8.99488735199
100293,1,8.836602210999
100294,2,8.075147628784
100295,1,11.682206630707
100296,2,9.195387840271
100297,1,9.83754825592
100298,2,3.959201812744
100299,1,9.52783870697
100300,2,7.664580345154
100301,1,10.295587062836
100302,2,4.721505641937
100303,1,7.072380781174
100304,2,8.136532783508
100305,1,9.515482902527
100306,2,7.464901924133
100307,1,10.590041637421
100308,2,5.534635782242
100309,1,8.976024866104
100310,2,7.845258712769
100311,1,8.421321392059
100312,2,6.925520420074
100313,1,7.481894016266
100314,2,7.875581741333
100315,1,9.497008323669
100316,2,6.430334091187
100317,1,9.070387840271
100318,2,7.053179740906
100319,1,9.368628025055
100320,2,6.689883232117
100321,1,8.163612365723
100322,2,7.949275493622
100323,1,9.51341342926
100324,2,7.711724281311
100325,1,11.284844875336
100326,2,8.124710083008
100327,1,10.151710033417
100328,2,7.144859313965
100329,1,9.032759189606
